Status,Adult Mortality,BMI,HIV/AIDS,Diphtheria,thinness  1-19 years,Polio,GDP,Alcohol,Income composition of resources,Schooling,Life expectancy
0,136.0,73.4,0.1,64.0,0.2,62.0,4234.554443,0.01,0.698,12.9,73.2
0,139.0,72.9,0.1,65.0,0.2,6.0,3942.9827,2.15,0.693,12.9,73.0
0,144.0,72.5,0.1,62.0,0.2,57.0,3453.487434,3.01,0.69,12.9,72.6
0,172.0,72.0,0.1,49.0,0.2,45.0,335.112838,2.88,0.691,12.9,76.0
0,146.0,71.4,0.1,26.0,0.2,54.0,359.82223,3.97,0.688,12.9,72.5
0,149.0,7.9,0.1,53.0,0.2,49.0,322.543121,3.85,0.682,12.9,72.2
0,153.0,7.3,0.1,39.0,0.2,37.0,287.963899,3.52,0.677,12.7,72.0
0,16.0,69.7,0.1,49.0,0.2,55.0,2571.262348,3.63,0.671,12.6,71.6
0,162.0,68.9,0.1,55.0,0.2,26.0,2351.33814,3.62,0.665,12.4,71.4
0,169.0,68.2,0.1,83.0,0.2,82.0,197.29417,4.17,0.659,12.3,79.0
0,174.0,67.4,0.1,86.0,0.2,85.0,1631.41727,3.3,0.653,12.1,76.0
0,175.0,66.5,0.1,85.0,0.2,83.0,1555.47451,3.43,0.645,12.0,75.0
0,18.0,65.6,0.1,95.0,0.2,94.0,154.68923,3.0,0.64,12.1,72.0
0,144.0,43.5,0.1,69.0,3.3,69.0,1766.947595,0.01,0.677,15.1,72.1
0,19.0,3.9,0.2,96.0,5.5,96.0,1624.63963,3.755,0.565,11.2,67.5
0,191.0,3.1,0.2,95.0,5.6,95.0,1821.878734,0.01,0.562,11.1,67.3
0,192.0,29.3,0.2,97.0,5.7,97.0,1619.532678,0.01,0.559,11.0,67.1
0,194.0,28.5,0.5,96.0,5.9,96.0,138.949959,0.01,0.553,10.8,66.9
0,198.0,27.7,0.5,96.0,6.0,96.0,134.326189,5.69,0.546,10.6,66.6
0,24.0,26.9,0.5,98.0,6.1,98.0,1129.754961,5.58,0.542,10.6,66.2
0,21.0,26.2,0.9,98.0,6.3,99.0,199.57146,4.13,0.533,10.1,65.8
0,215.0,25.4,0.9,99.0,6.5,99.0,1126.46212,4.36,0.531,10.4,65.4
0,217.0,24.7,1.2,97.0,6.7,98.0,894.927988,4.14,0.527,10.3,65.1
0,22.0,24.0,1.2,97.0,6.9,97.0,843.89447,5.46,0.521,10.2,64.7
0,222.0,23.4,1.6,97.0,7.0,97.0,81.86157,5.27,0.514,10.0,64.3
0,224.0,22.8,1.6,96.0,7.2,99.0,693.345683,5.78,0.509,9.8,63.8
0,225.0,22.2,1.6,94.0,7.4,94.0,649.342153,6.54,0.504,9.7,63.4
0,226.0,21.7,1.4,92.0,7.6,92.0,555.8185378,5.8,0.501,9.6,63.1
0,225.0,21.1,1.5,92.0,7.8,9.0,51.216381,5.02,0.497,9.4,62.8
0,224.0,2.7,1.5,82.0,8.0,87.0,1766.947595,5.07,0.488,9.3,62.6
0,88.0,68.2,0.1,98.0,7.8,97.0,2732.86172,3.755,0.845,16.1,74.5
0,88.0,67.3,0.1,98.0,7.7,98.0,24575.434,0.09,0.841,15.8,74.4
0,89.0,66.4,0.1,98.0,7.6,98.0,24934.38614,0.09,0.83,15.2,74.3
0,9.0,65.6,0.1,98.0,7.5,98.0,2533.9462,0.09,0.818,14.5,74.1
0,92.0,64.7,0.1,98.0,7.4,98.0,2377.74739,0.09,0.804,13.9,73.9
0,94.0,63.9,0.1,98.0,7.3,98.0,19259.58726,0.09,0.792,13.3,73.7
0,97.0,63.1,0.1,98.0,7.3,98.0,1694.2931,0.09,0.787,13.0,73.4
0,98.0,62.4,0.1,98.0,7.2,98.0,237.83234,0.09,0.779,12.8,73.3
0,99.0,61.6,0.1,96.0,7.2,96.0,16472.1665,0.1,0.773,12.7,73.2
0,1.0,6.9,0.1,96.0,7.2,96.0,15334.66994,0.08,0.767,12.5,73.2
0,11.0,6.2,0.1,96.0,7.2,96.0,13739.82945,0.05,0.761,12.4,73.1
0,12.0,59.4,0.1,96.0,7.2,96.0,11138.8746,0.06,0.754,12.3,73.1
0,13.0,58.5,0.1,95.0,7.2,95.0,9567.458285,0.05,0.747,12.2,73.0
0,15.0,57.7,0.1,95.0,7.3,95.0,8655.311531,0.05,0.745,12.1,72.9
0,17.0,56.9,0.1,97.0,7.3,97.0,8643.4944,0.05,0.742,12.0,72.8
0,11.0,56.2,0.1,95.0,7.3,95.0,9126.954277,0.05,0.737,11.8,72.6
0,188.0,24.3,0.3,89.0,9.5,85.0,98.7256145,3.755,0.491,9.5,66.7
0,192.0,23.8,0.3,89.0,9.7,85.0,152.443873,0.26,0.483,9.1,66.4
0,196.0,23.2,0.3,92.0,9.9,89.0,148.912351,0.26,0.474,8.7,66.0
0,2.0,22.7,0.4,91.0,1.0,83.0,136.4518,0.28,0.463,8.3,65.6
0,26.0,22.2,0.4,92.0,1.2,89.0,18.25321,0.32,0.455,7.9,64.9
0,212.0,21.7,0.4,89.0,1.4,76.0,11.631377,0.28,0.449,7.7,64.3
0,219.0,21.2,0.5,86.0,1.6,83.0,12.566464,0.3,0.444,7.5,63.5
0,225.0,2.8,0.6,88.0,1.8,87.0,11.33678,0.28,0.435,7.1,62.8
0,23.0,2.3,0.7,94.0,11.0,93.0,95.3978522,0.32,0.425,6.8,62.1
0,236.0,19.9,0.7,89.0,11.2,89.0,89.838296,0.34,0.422,6.6,61.3
0,242.0,19.5,0.7,84.0,11.4,84.0,773.8698713,0.33,0.415,6.4,65.0
0,247.0,19.1,0.7,87.0,11.6,87.0,733.581811,0.35,0.408,6.2,59.7
0,251.0,18.7,0.7,73.0,11.8,73.0,642.7663113,0.33,0.401,5.9,59.0
0,252.0,18.3,0.7,6.0,12.0,6.0,513.26227,0.36,0.397,5.7,58.4
0,251.0,17.9,0.6,52.0,12.1,49.0,481.287397,0.34,0.381,5.4,57.9
0,25.0,17.5,0.5,52.0,12.3,49.0,473.45338,0.29,0.378,5.2,57.5
0,121.0,6.0,0.1,95.0,2.0,95.0,5237.255334,3.755,0.775,14.4,75.6
0,123.0,59.4,0.1,93.0,2.1,93.0,62.173221,9.09,0.771,14.3,75.4
0,122.0,58.9,0.1,95.0,2.1,97.0,6353.826383,9.16,0.766,14.1,75.3
0,126.0,58.3,0.1,91.0,2.1,93.0,5659.3824,9.38,0.767,14.0,74.9
0,127.0,57.7,0.1,94.0,2.2,94.0,6423.291783,9.56,0.757,13.5,74.6
0,128.0,57.0,0.1,91.0,2.2,91.0,5411.87744,9.65,0.755,13.6,74.4
0,131.0,56.4,0.1,95.0,2.3,97.0,5821.35397,9.85,0.754,13.6,74.1
0,132.0,55.8,0.1,95.0,2.3,95.0,671.773913,9.54,0.749,13.5,74.0
0,132.0,55.1,0.1,94.0,2.4,93.0,5458.121718,9.3,0.743,13.5,73.8
0,133.0,54.5,0.1,92.0,2.5,97.0,4129.758741,8.58,0.739,13.4,73.6
0,135.0,53.9,0.1,98.0,2.5,98.0,3528.1318,9.6,0.73,13.2,73.0
0,134.0,53.3,0.1,88.0,2.6,96.0,3331.228766,7.42,0.72,13.1,73.0
0,134.0,52.8,0.1,89.0,2.7,89.0,2832.49652,7.25,0.715,13.0,73.0
0,133.0,52.2,0.1,95.0,2.7,95.0,2149.9944,6.95,0.715,13.2,72.9
0,135.0,51.7,0.1,93.0,2.8,93.0,1634.87561,7.53,0.709,13.1,73.1
0,141.0,51.2,0.1,95.0,2.8,98.0,87.1365252,7.38,0.702,13.0,72.6
0,168.0,37.4,0.1,97.0,5.7,97.0,1539.464,3.755,0.781,14.1,73.2
0,17.0,36.2,0.1,99.0,5.7,99.0,1557.77892,0.01,0.766,13.2,73.0
0,172.0,35.5,0.1,98.0,5.7,98.0,15687.34795,0.01,0.762,13.5,72.9
0,174.0,34.8,0.1,98.0,5.7,98.0,12845.17363,0.01,0.755,13.5,72.7
0,177.0,34.2,0.1,99.0,5.7,99.0,12189.9516,9.72,0.744,13.3,72.6
0,18.0,33.5,0.1,99.0,5.8,99.0,184.68447,6.51,0.74,13.2,72.4
0,182.0,32.4,0.1,99.0,5.8,99.0,976.9566,4.94,0.739,13.2,72.3
0,184.0,31.8,0.1,99.0,5.9,99.0,11122.8627,6.33,0.739,13.2,72.2
0,185.0,31.2,0.1,99.0,5.9,99.0,12154.82994,8.12,0.733,13.1,72.2
0,185.0,3.7,0.1,99.0,5.9,99.0,1214.39987,8.12,0.728,13.1,72.2
0,185.0,3.1,0.1,99.0,6.0,99.0,1192.5174,7.82,0.712,12.1,72.2
0,186.0,29.2,0.1,99.0,6.0,99.0,1176.65871,7.91,0.715,12.3,72.1
0,185.0,28.7,0.1,99.0,6.1,99.0,8524.961236,7.41,0.713,12.1,72.1
0,186.0,28.1,0.1,99.0,6.1,99.0,8331.261997,11.15,0.712,12.1,72.1
0,187.0,27.6,0.1,96.0,6.2,96.0,7663.1378,6.72,0.714,12.2,72.0
0,188.0,27.1,0.1,98.0,6.3,98.0,7578.85153,8.24,0.0,12.3,71.8
0,413.0,24.4,0.5,86.0,7.4,86.0,587.538233,3.755,0.431,9.5,51.0
0,463.0,23.8,0.6,83.0,7.5,83.0,78.4394757,0.01,0.426,9.5,48.1
0,47.0,23.3,0.8,92.0,7.7,92.0,71.8186998,0.01,0.413,9.3,54.0
0,411.0,22.7,0.9,91.0,7.9,91.0,561.8984239,0.01,0.401,9.1,49.7
0,418.0,22.2,1.3,89.0,8.1,88.0,445.525,3.78,0.392,8.9,48.9
0,424.0,21.7,1.6,86.0,8.3,84.0,45.128418,3.84,0.384,8.7,48.1
0,433.0,21.2,1.7,84.0,8.5,81.0,394.5932439,3.97,0.375,8.5,47.1
0,441.0,2.7,1.9,77.0,8.7,75.0,46.3759178,3.91,0.367,8.3,46.2
0,45.0,2.2,2.2,64.0,8.9,63.0,358.8274716,3.86,0.357,8.2,45.3
0,464.0,19.7,2.2,64.0,9.1,65.0,322.313468,3.8,0.348,8.0,44.3
0,48.0,19.2,2.2,65.0,9.3,67.0,287.6891942,3.83,0.341,7.8,43.3
0,496.0,18.8,2.1,65.0,9.5,69.0,263.145817,3.99,0.332,7.6,42.3
0,57.0,18.4,1.9,73.0,9.7,66.0,263.7618312,4.07,0.322,7.4,41.5
0,513.0,17.9,1.7,53.0,9.9,54.0,249.939542,4.06,0.306,7.2,48.0
0,519.0,17.5,1.5,38.0,1.1,38.0,227.779471,4.21,0.302,7.0,41.0
0,533.0,17.2,1.2,44.0,1.3,46.0,139.3147734,3.97,0.292,6.7,39.0
1,55.0,33.2,0.1,96.0,2.2,96.0,53629.73746,1.79,0.924,15.4,83.1
1,56.0,32.9,0.1,96.0,2.2,96.0,56336.7234,1.83,0.922,15.4,82.9
1,57.0,32.7,0.1,97.0,2.2,97.0,5629.18914,1.83,0.92,15.4,82.7
1,59.0,32.4,0.1,97.0,2.2,97.0,54431.16199,1.89,0.917,15.4,82.5
1,6.0,32.1,0.1,96.0,2.1,96.0,53166.67581,1.8,0.911,15.2,82.2
1,61.0,31.8,0.1,96.0,2.1,96.0,46569.67951,1.84,0.889,14.5,82.0
1,62.0,31.5,0.1,97.0,2.1,97.0,38577.55822,1.73,0.887,14.4,81.7
1,64.0,31.2,0.1,97.0,2.1,97.0,39721.4818,1.7,0.88,14.2,81.4
1,65.0,3.9,0.1,97.0,2.1,97.0,39223.58187,1.6,0.873,14.1,81.1
1,66.0,3.5,0.1,95.0,2.1,95.0,33579.85948,1.55,0.839,13.9,87.0
1,69.0,3.2,0.1,96.0,2.1,96.0,29869.85398,1.49,0.821,12.6,82.0
1,71.0,29.9,0.1,95.0,2.1,95.0,2745.27136,1.45,0.82,12.7,79.7
1,73.0,29.6,0.1,96.0,2.1,96.0,23573.6284,1.43,0.819,12.7,79.3
1,74.0,29.2,0.1,94.0,2.1,94.0,2216.83279,2.16,0.818,12.6,79.0
1,76.0,28.9,0.1,96.0,2.1,95.0,21577.7823,2.08,0.82,12.7,78.7
1,78.0,28.5,0.1,98.0,2.1,98.0,23792.677,2.03,0.81,12.5,78.3
1,19.0,59.1,0.1,96.0,1.2,96.0,1766.947595,3.755,0.842,15.0,76.7
1,113.0,58.4,0.1,97.0,1.2,97.0,1766.947595,10.6,0.841,15.1,76.4
1,114.0,57.8,0.1,98.0,1.2,98.0,1766.947595,9.89,0.838,15.0,76.1
1,118.0,57.2,0.1,99.0,1.2,99.0,1766.947595,10.12,0.835,15.0,75.8
1,122.0,56.5,0.1,99.0,1.2,99.0,1766.947595,10.24,0.829,15.0,75.6
1,124.0,55.9,0.1,99.0,1.3,99.0,1766.947595,10.13,0.822,15.0,75.1
1,131.0,55.3,0.1,99.0,1.3,99.0,1766.947595,10.63,0.82,14.9,75.0
1,136.0,54.8,0.1,99.0,1.3,99.0,1766.947595,11.37,0.813,14.8,74.7
1,14.0,54.2,0.1,99.0,1.3,99.0,1766.947595,10.58,0.802,14.5,74.4
1,138.0,53.7,0.1,99.0,1.4,99.0,1766.947595,10.28,0.793,14.3,74.3
1,141.0,53.1,0.1,99.0,1.4,99.0,1766.947595,10.81,0.784,14.0,74.0
1,138.0,52.6,0.1,99.0,1.4,99.0,1766.947595,10.03,0.776,13.8,74.1
1,144.0,52.1,0.1,99.0,1.5,98.0,1766.947595,9.85,0.771,13.6,73.8
1,145.0,51.6,0.1,99.0,1.5,98.0,1766.947595,10.78,0.763,13.3,73.7
1,145.0,51.1,0.1,99.0,1.5,99.0,1766.947595,10.73,0.763,13.3,73.3
1,147.0,5.7,0.1,99.0,1.6,98.0,1766.947595,11.06,0.761,13.0,73.0
1,74.0,6.1,0.1,95.0,1.4,95.0,2729.86383,3.755,0.888,17.3,88.0
1,76.0,59.5,0.1,95.0,1.4,95.0,242.67286,10.46,0.888,17.6,87.0
1,78.0,58.9,0.1,95.0,1.4,95.0,2315.31799,9.53,0.878,16.8,85.0
1,81.0,58.2,0.1,96.0,1.5,96.0,22486.47167,10.95,0.877,16.8,82.0
1,84.0,57.6,0.1,96.0,1.6,96.0,24985.24827,10.61,0.876,17.0,79.8
1,87.0,57.0,0.1,96.0,1.6,96.0,23437.4722,10.32,0.872,16.9,79.5
1,9.0,56.4,0.1,96.0,1.7,96.0,24633.79785,10.52,0.873,16.9,79.1
1,96.0,55.8,0.1,97.0,1.7,97.0,2751.8127,10.94,0.869,16.9,78.9
1,12.0,55.2,0.1,97.0,1.8,97.0,23841.31792,11.02,0.865,16.8,78.3
1,17.0,54.7,0.1,97.0,1.8,97.0,19726.1265,12.26,0.858,16.7,78.1
1,14.0,54.1,0.1,95.0,1.9,95.0,18169.1891,11.14,0.853,16.3,77.5
1,113.0,53.5,0.1,94.0,2.0,94.0,1726.9151,10.0,0.85,16.6,77.2
1,119.0,52.9,0.1,95.0,2.0,95.0,1488.47154,11.58,0.843,16.1,76.5
1,117.0,52.3,0.1,93.0,2.1,93.0,11814.9994,9.29,0.835,15.6,76.6
1,124.0,51.8,0.1,92.0,2.2,93.0,1479.29634,10.8,0.824,14.7,76.2
1,122.0,51.2,0.1,91.0,2.2,93.0,1227.73677,11.9,0.818,14.6,76.0
0,177.0,5.5,0.1,98.0,1.1,99.0,1922.41388,3.755,0.514,9.6,69.2
0,183.0,49.7,0.1,88.0,1.1,94.0,29.652622,0.01,0.512,9.6,68.8
0,182.0,48.9,0.1,94.0,1.1,99.0,188.5159,0.01,0.509,9.5,68.8
0,184.0,48.1,0.1,99.0,1.2,99.0,1858.689868,0.01,0.505,9.4,68.7
0,186.0,47.2,0.1,99.0,1.2,99.0,1642.837974,0.99,0.497,9.4,68.5
0,188.0,46.4,0.1,9.0,1.2,94.0,1272.44825,1.1,0.492,9.3,68.3
0,192.0,45.5,0.1,92.0,1.2,98.0,1158.282672,1.21,0.494,9.3,68.1
0,193.0,44.7,0.1,89.0,1.2,94.0,125.79167,1.09,0.489,9.2,68.0
0,2.0,43.8,0.1,9.0,1.2,93.0,146.931125,0.85,0.482,9.0,67.6
0,2.0,43.0,0.1,99.0,1.3,99.0,948.6592511,0.99,0.47,8.4,67.6
0,24.0,42.1,0.1,89.0,1.3,9.0,88.874858,0.9,0.465,8.3,67.4
0,29.0,41.3,0.1,9.0,1.3,89.0,818.442619,1.18,0.459,8.1,67.1
0,215.0,4.4,0.1,84.0,1.3,84.0,744.7657423,1.18,0.453,8.0,66.8
0,22.0,39.6,0.1,78.0,1.4,78.0,784.9562874,1.08,0.446,7.3,66.5
0,227.0,38.7,0.1,84.0,1.4,88.0,944.81684,0.7,0.442,6.6,66.2
0,235.0,37.9,0.1,86.0,1.4,88.0,154.518572,0.71,0.455,7.2,65.8
0,312.0,24.3,0.7,42.0,6.6,47.0,426.98537,3.755,0.677,12.3,55.0
0,321.0,23.8,0.8,42.0,6.7,47.0,417.89143,0.01,0.677,12.3,54.3
0,318.0,23.3,0.8,42.0,6.8,47.0,47.5432354,0.01,0.677,12.3,54.2
0,336.0,22.9,0.8,42.0,6.8,47.0,1766.947595,0.01,0.677,12.3,53.1
0,329.0,22.4,0.8,41.0,6.9,49.0,1766.947595,0.01,0.677,12.3,53.1
0,336.0,22.0,0.8,45.0,7.0,49.0,1766.947595,0.01,0.677,12.3,52.4
0,335.0,21.5,0.8,42.0,7.1,41.0,1766.947595,0.01,0.677,12.3,52.2
0,336.0,21.1,0.9,31.0,7.2,4.0,1766.947595,0.01,0.677,12.3,51.9
0,34.0,2.7,0.9,4.0,7.3,4.0,1766.947595,0.01,0.677,12.3,51.5
0,337.0,2.2,0.9,26.0,7.4,26.0,1766.947595,0.01,0.677,12.3,51.5
0,334.0,19.8,0.9,35.0,7.5,35.0,1766.947595,0.01,0.677,12.3,51.6
0,341.0,19.4,0.9,3.0,7.6,3.0,1766.947595,0.01,0.677,12.3,51.2
0,344.0,19.0,0.9,4.0,7.7,4.0,1766.947595,0.01,0.677,12.3,51.1
0,348.0,18.6,0.9,4.0,7.8,4.0,1766.947595,0.01,0.677,12.3,58.0
0,352.0,18.2,0.8,33.0,7.9,33.0,1766.947595,0.01,0.677,12.3,57.0
0,355.0,17.8,0.8,33.0,8.0,37.0,1766.947595,0.01,0.677,12.3,55.0
0,328.0,51.1,3.6,75.0,4.4,75.0,5769.77258,3.755,0.665,13.0,62.9
0,347.0,5.3,3.7,77.0,4.9,77.0,6479.625659,7.38,0.66,13.0,62.0
0,371.0,49.5,4.5,73.0,5.4,73.0,6876.953821,7.34,0.652,12.8,69.0
0,48.0,48.7,7.6,65.0,6.0,65.0,7548.163698,7.38,0.644,12.8,59.2
0,413.0,47.9,8.5,69.0,6.6,69.0,849.954224,7.38,0.638,12.8,58.9
0,428.0,47.2,11.0,72.0,7.3,72.0,7362.76139,7.28,0.63,12.8,58.0
0,449.0,46.4,19.0,76.0,8.1,75.0,5888.6284,7.6,0.622,12.8,56.5
0,473.0,45.7,23.5,79.0,8.9,77.0,5786.59972,8.19,0.616,12.9,55.3
0,486.0,45.0,26.4,82.0,9.7,79.0,6125.39984,8.48,0.612,12.9,54.5
0,496.0,44.3,28.1,82.0,1.6,79.0,5631.73485,8.5,0.609,12.9,54.0
0,498.0,43.6,29.5,79.0,11.6,75.0,5414.634326,8.69,0.609,12.9,53.8
0,497.0,42.9,29.7,74.0,12.6,73.0,4863.51688,6.96,0.611,12.9,53.7
0,485.0,42.2,28.9,69.0,13.5,7.0,3775.68275,6.93,0.613,12.9,54.0
0,459.0,41.6,26.6,7.0,14.5,7.0,2518.398261,7.04,0.62,12.9,54.9
0,429.0,4.9,24.0,71.0,15.4,71.0,2681.781,7.38,0.629,13.0,56.0
0,397.0,4.1,21.3,73.0,16.3,71.0,337.2253,7.3,0.635,13.0,57.3
0,332.0,43.5,3.4,31.0,3.3,41.0,758.725782,3.755,0.421,4.9,57.3
0,343.0,43.5,3.5,39.0,3.3,44.0,1151.861715,3.755,0.421,4.9,56.6
0,345.0,43.5,3.6,45.0,3.3,5.0,1186.11325,3.755,0.417,4.9,56.4
0,347.0,43.5,3.8,59.0,3.3,64.0,958.45581,3.755,0.419,4.9,56.0
0,355.0,43.5,3.9,61.0,3.3,66.0,176.9713,3.755,0.429,4.9,55.4
0,359.0,43.5,4.0,93.0,3.3,93.0,1562.239346,3.755,0.0,0.0,55.0
0,369.0,43.5,4.2,93.0,3.3,93.0,1264.78998,3.755,0.0,0.0,54.3
0,377.0,43.5,4.2,93.0,3.3,93.0,1678.711862,3.755,0.0,0.0,53.6
0,381.0,43.5,4.2,93.0,3.3,93.0,1766.947595,3.755,0.0,0.0,53.1
0,383.0,43.5,4.1,93.0,3.3,93.0,1766.947595,3.755,0.0,0.0,52.5
0,383.0,43.5,3.9,93.0,3.3,93.0,1766.947595,3.755,0.0,0.0,51.9
0,383.0,43.5,3.8,93.0,3.3,93.0,1766.947595,3.755,0.0,0.0,51.4
0,383.0,43.5,3.5,93.0,3.3,93.0,1766.947595,3.755,0.0,0.0,58.0
0,382.0,43.5,3.3,93.0,3.3,93.0,1766.947595,3.755,0.0,0.0,52.0
0,381.0,43.5,3.0,93.0,3.3,93.0,1766.947595,3.755,0.0,0.0,49.6
0,38.0,43.5,2.7,93.0,3.3,93.0,1766.947595,3.755,0.0,0.0,48.9
1,56.0,66.6,0.1,97.0,0.6,97.0,25683.84565,3.755,0.882,17.7,82.8
1,58.0,66.0,0.1,97.0,0.6,97.0,296.47225,0.01,0.877,17.6,82.6
1,6.0,65.4,0.1,96.0,0.6,96.0,2921.9342,9.25,0.874,17.5,82.4
1,61.0,64.8,0.1,97.0,0.6,97.0,28562.29324,9.35,0.871,17.2,82.0
1,63.0,64.1,0.1,97.0,0.6,97.0,31834.21816,9.62,0.867,16.9,82.1
1,64.0,63.5,0.1,97.0,0.6,97.0,3736.228,9.78,0.86,16.4,81.9
1,66.0,62.9,0.1,96.0,0.6,96.0,32333.4661,9.99,0.858,16.3,81.6
1,7.0,62.3,0.1,97.0,0.6,97.0,35578.73619,10.24,0.854,16.1,81.3
1,72.0,61.7,0.1,96.0,0.6,96.0,3279.414,11.05,0.849,16.0,89.0
1,73.0,61.1,0.1,98.0,0.6,98.0,28482.6948,11.86,0.844,15.9,88.0
1,77.0,6.5,0.1,96.0,0.6,96.0,2651.71745,11.92,0.837,15.8,81.0
1,79.0,59.9,0.1,97.0,0.6,97.0,24918.64584,11.96,0.833,15.6,81.0
1,83.0,59.3,0.1,98.0,0.6,99.0,21495.7741,12.09,0.83,15.6,79.4
1,83.0,58.8,0.1,98.0,0.6,98.0,1719.53541,12.26,0.828,15.7,79.5
1,84.0,58.2,0.1,96.0,0.6,95.0,15323.6114,9.86,0.825,15.7,79.4
1,86.0,57.6,0.1,95.0,0.6,95.0,14676.769,11.12,0.82,15.7,79.1
0,138.0,23.4,0.1,99.0,15.1,99.0,3844.89123,3.755,0.764,14.0,74.9
0,141.0,22.7,0.1,99.0,15.2,99.0,382.54994,2.37,0.76,14.0,74.7
0,142.0,21.9,0.1,99.0,15.2,99.0,361.289374,2.56,0.757,13.8,74.6
0,143.0,21.2,0.1,99.0,15.3,99.0,335.521375,2.8,0.752,13.7,74.5
0,141.0,2.5,0.1,99.0,15.3,99.0,322.992615,3.03,0.746,13.6,74.5
0,138.0,19.8,0.1,99.0,15.3,99.0,2819.511161,2.31,0.739,13.5,74.5
0,183.0,19.2,0.1,97.0,15.3,97.0,216.681584,2.05,0.735,13.4,71.8
0,172.0,18.5,0.1,98.0,15.4,98.0,254.489192,2.1,0.731,13.3,72.3
0,146.0,17.9,0.1,98.0,15.4,98.0,1644.816372,2.29,0.725,13.2,73.7
0,145.0,17.2,0.1,98.0,15.4,98.0,1448.7611,1.96,0.718,13.1,73.8
0,138.0,16.6,0.1,99.0,15.4,99.0,1259.87591,1.97,0.712,12.9,74.2
0,197.0,16.1,0.1,97.0,15.4,97.0,174.6692,1.56,0.705,12.8,69.1
0,146.0,15.6,0.1,99.0,15.4,98.0,989.4547732,1.69,0.697,12.7,73.9
0,149.0,15.1,0.1,98.0,15.4,98.0,873.1472436,1.62,0.699,12.6,73.7
0,16.0,14.6,0.1,98.0,15.4,98.0,837.699787,1.68,0.686,12.5,72.7
0,175.0,14.1,0.1,99.0,15.3,99.0,875.412178,1.45,0.677,12.4,71.5
0,225.0,43.5,0.3,93.0,3.3,93.0,2513.884661,3.755,0.488,7.2,64.1
0,229.0,43.5,0.3,94.0,3.3,94.0,2176.89829,0.01,0.485,7.2,63.8
0,232.0,43.5,0.3,93.0,3.3,93.0,1955.66799,0.01,0.478,7.0,63.5
0,235.0,43.5,0.3,92.0,3.3,92.0,1892.894352,0.01,0.468,6.8,63.2
0,241.0,43.5,0.3,93.0,3.3,93.0,1666.857757,2.12,0.463,7.0,62.7
0,243.0,43.5,0.3,9.0,3.3,9.0,1476.47887,1.77,0.461,7.0,62.5
0,248.0,43.5,0.3,81.0,3.3,81.0,1226.884381,1.99,0.456,6.8,62.0
0,251.0,43.5,0.3,86.0,3.3,85.0,1291.528826,2.01,0.444,6.3,61.8
0,254.0,43.5,0.3,84.0,3.3,84.0,1115.6952,2.01,0.44,6.4,61.4
0,26.0,43.5,0.2,78.0,3.3,77.0,893.8793645,1.9,0.43,6.2,61.0
0,261.0,43.5,0.2,78.0,3.3,78.0,679.7539949,1.55,0.423,6.1,67.0
0,278.0,43.5,0.2,74.0,3.3,74.0,565.569459,1.59,0.415,5.7,59.7
0,278.0,43.5,0.2,69.0,3.3,69.0,477.738478,1.74,0.409,5.6,59.6
0,277.0,43.5,0.2,6.0,3.3,6.0,412.1517561,1.59,0.403,5.6,59.4
0,283.0,43.5,0.2,66.0,3.3,66.0,377.5254454,1.81,0.399,5.6,58.9
0,284.0,43.5,0.1,62.0,3.3,62.0,361.35843,1.76,0.394,5.5,58.6
0,176.0,58.3,0.4,89.0,3.5,89.0,8818.982566,3.755,0.723,12.7,71.6
0,178.0,57.7,0.4,85.0,3.5,85.0,9564.46383,6.32,0.722,12.7,71.4
0,179.0,57.0,0.4,86.0,3.5,86.0,9484.56898,6.02,0.719,12.7,71.2
0,178.0,56.3,0.9,84.0,3.5,84.0,9272.413453,5.73,0.708,12.7,71.3
0,187.0,55.5,0.1,86.0,3.5,86.0,8318.97692,5.64,0.704,12.5,76.0
0,19.0,54.8,0.5,96.0,3.5,96.0,833.31332,5.26,0.7,12.3,73.0
0,196.0,54.1,0.6,87.0,3.5,85.0,7443.85178,5.13,0.696,12.1,70.0
0,196.0,53.3,1.2,85.0,3.5,85.0,6858.163158,4.94,0.691,11.9,69.8
0,22.0,52.6,0.8,84.0,3.5,84.0,5761.39536,4.72,0.684,11.7,69.5
0,199.0,51.8,0.6,84.0,3.5,84.0,527.92,4.52,0.678,11.5,69.3
0,25.0,51.1,0.6,83.0,3.5,84.0,3595.8855,4.47,0.672,11.3,68.9
0,214.0,5.4,0.9,85.0,3.5,84.0,36.48773,4.55,0.0,11.1,68.3
0,223.0,49.7,1.0,75.0,3.5,74.0,263.1399,4.53,0.0,10.9,68.0
0,221.0,49.0,1.6,73.0,3.5,74.0,2232.513244,4.41,0.0,11.0,67.9
0,219.0,48.3,1.8,68.0,3.6,65.0,1598.77512,4.23,0.0,11.0,67.7
0,224.0,47.6,0.4,71.0,3.6,7.0,1888.61829,4.29,0.0,11.1,67.4
0,373.0,32.3,7.1,9.0,4.0,84.0,3136.92511,3.755,0.541,11.4,58.9
0,382.0,31.8,7.3,98.0,4.3,98.0,3464.35169,0.01,0.541,11.4,58.4
0,393.0,31.2,9.8,98.0,4.5,98.0,3598.75972,0.01,0.539,11.4,57.6
0,412.0,3.7,12.2,95.0,4.8,92.0,3851.51547,0.01,0.534,11.3,56.5
0,438.0,3.2,15.7,91.0,5.1,85.0,3934.27325,5.2,0.526,11.2,55.0
